"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Rv0773c",1002.00635199986,0.367138387526151,0.0721701481181079,1.48537312396525e-07,7.35657399004956e-07
"Rv0774c",1119.85402359044,0.19850859340636,0.0720835351921432,0.00434016458702843,0.00954692177135624
"Rv0775",282.551057656286,-0.187826347907047,0.10243893632724,0.0488573618606017,0.0829094609856261
"Rv0776c",158.645725691398,0.14475403501,0.125871088821337,0.200602413287703,0.278754646277147
"Rv0777",1698.46033287802,-0.0104596286370452,0.0626920455429692,0.853604319944779,0.892659579390057
"Rv0778",965.090022295814,-0.0233806848914881,0.0736599303132597,0.74306570169729,0.805224058760252
"Rv0779c",159.842217327363,0.472267027468305,0.122178457329174,2.91575631436907e-05,9.97165531580122e-05
"Rv0780",413.683259538074,0.217808108031879,0.0810300656373158,0.00489934505026697,0.0106999973997319
"Rv0781",577.744322169802,0.309110861417371,0.0922319235761102,0.000414109690595869,0.00113949571116058
"Rv0782",1299.47601251293,0.566719681837978,0.0779196600810386,7.6816169248377e-14,9.34244358106408e-13
"Rv0783c",1266.8098568947,0.265614289275228,0.0648993468166105,2.50769944516656e-05,8.67227886384993e-05
"Rv0784",502.469792113637,-0.775707058234052,0.105970715325974,2.97127522578631e-14,3.86168678854646e-13
"Rv0785",534.886059021031,0.133998349223464,0.0802325542697739,0.0814601865465971,0.128762782947463
"Rv0786c",118.465160035325,-0.132255369666777,0.136490454809044,0.268643608008644,0.35565766612862
"Rv0787",1122.22444088759,-0.233477227100836,0.065370687204938,0.000234277727132163,0.000678603438313628
"Rv0787A",164.318082357844,0.0256861427091145,0.130420875552034,0.82612267490707,0.872176766154876
"Rv0788",1264.93571161347,-0.0240612527644437,0.0593606897700198,0.673909554630522,0.74593328660328
"Rv0789c",269.888896227113,0.00944331507514463,0.110923441936992,0.927148365072591,0.947153621344386
"Rv0790c",214.415499204945,0.471981913543117,0.127539647455106,5.52008781416895e-05,0.000179945813417622
"Rv0791c",391.348725094198,0.485447326210881,0.108215837323854,1.75347754131916e-06,7.34834581857357e-06
"Rv0792c",250.490138108042,0.360492917440449,0.101150164574058,0.000146704978378728,0.000441669719161394
"Rv0793",14.2664482070076,-0.0787630471240112,0.245321832605393,0.558418549424639,0.645590282285404
"Rv0794c",727.400263227337,0.767969493356304,0.0893640957678852,1.12653578844396e-18,2.33345459929252e-17
"Rv0795",45.1013667518264,0.204393133304877,0.190744237052147,0.168910563629398,0.240898420320669
"Rv0796",72.6462386619037,0.321320750182243,0.171131907835409,0.0245298617906604,0.0451833530103298
"Rv0797",137.221896126715,0.829165246373028,0.196594131599608,2.57954688515312e-06,1.04789151810561e-05
"Rv0798c",859.387646268195,0.435620711888017,0.112157374368091,3.28440714638108e-05,0.000111166699754532
"Rv0799c",1143.64711271691,0.163754763476791,0.0778527085219871,0.028491181542255,0.0513409284066825
